,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,BUREAU_DAYS_CREDIT,BUREAU_CREDIT_DAY_OVERDUE,BUREAU_DAYS_CREDIT_ENDDATE,BUREAU_DAYS_ENDDATE_FACT,BUREAU_AMT_CREDIT_MAX_OVERDUE,BUREAU_CNT_CREDIT_PROLONG,BUREAU_AMT_CREDIT_SUM,BUREAU_AMT_CREDIT_SUM_DEBT,BUREAU_AMT_CREDIT_SUM_LIMIT,BUREAU_AMT_CREDIT_SUM_OVERDUE,BUREAU_DAYS_CREDIT_UPDATE,BUREAU_AMT_ANNUITY,PREV_APP_COUNT,PREV_AMT_ANNUITY,PREV_AMT_APPLICATION,PREV_AMT_CREDIT,PREV_AMT_DOWN_PAYMENT,PREV_AMT_GOODS_PRICE,PREV_HOUR_APPR_PROCESS_START,PREV_NFLAG_LAST_APPL_IN_DAY,PREV_RATE_DOWN_PAYMENT,PREV_RATE_INTEREST_PRIMARY,PREV_RATE_INTEREST_PRIVILEGED,PREV_DAYS_DECISION,PREV_SELLERPLACE_AREA,PREV_CNT_PAYMENT,PREV_DAYS_FIRST_DRAWING,PREV_DAYS_FIRST_DUE,PREV_DAYS_LAST_DUE_1ST_VERSION,PREV_DAYS_LAST_DUE,PREV_DAYS_TERMINATION,PREV_NFLAG_INSURED_ON_APPROVAL,POS_AMT_ANNUITY,POS_AMT_APPLICATION,POS_AMT_CREDIT,POS_AMT_DOWN_PAYMENT,POS_AMT_GOODS_PRICE,POS_HOUR_APPR_PROCESS_START,POS_NFLAG_LAST_APPL_IN_DAY,POS_RATE_DOWN_PAYMENT,POS_RATE_INTEREST_PRIMARY,POS_RATE_INTEREST_PRIVILEGED,POS_DAYS_DECISION,POS_SELLERPLACE_AREA,POS_CNT_PAYMENT,POS_DAYS_FIRST_DRAWING,POS_DAYS_FIRST_DUE,POS_DAYS_LAST_DUE_1ST_VERSION,POS_DAYS_LAST_DUE,POS_DAYS_TERMINATION,POS_NFLAG_INSURED_ON_APPROVAL,INSTA_NUM_INSTALMENT_VERSION,INSTA_NUM_INSTALMENT_NUMBER,INSTA_DAYS_INSTALMENT,INSTA_DAYS_ENTRY_PAYMENT,INSTA_AMT_INSTALMENT,INSTA_AMT_PAYMENT,CREDIT_MONTHS_BALANCE,CREDIT_AMT_BALANCE,CREDIT_AMT_CREDIT_LIMIT_ACTUAL,CREDIT_AMT_DRAWINGS_ATM_CURRENT,CREDIT_AMT_DRAWINGS_CURRENT,CREDIT_AMT_DRAWINGS_OTHER_CURRENT,CREDIT_AMT_DRAWINGS_POS_CURRENT,CREDIT_AMT_INST_MIN_REGULARITY,CREDIT_AMT_PAYMENT_CURRENT,CREDIT_AMT_PAYMENT_TOTAL_CURRENT,CREDIT_AMT_RECEIVABLE_PRINCIPAL,CREDIT_AMT_RECIVABLE,CREDIT_AMT_TOTAL_RECEIVABLE,CREDIT_CNT_DRAWINGS_ATM_CURRENT,CREDIT_CNT_DRAWINGS_CURRENT,CREDIT_CNT_DRAWINGS_OTHER_CURRENT,CREDIT_CNT_DRAWINGS_POS_CURRENT,CREDIT_CNT_INSTALMENT_MATURE_CUM,CREDIT_SK_DPD,CREDIT_SK_DPD_DEF
289,289,100334,0,Cash loans,M,N,Y,0,90000.0,101880.0,10939.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-18665,-837,-6710.0,-2210,12.061090818687727,1,1,0,1,0,0,Security staff,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Other,0.5021298056569102,0.703631619,0.5108529061736915,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-373.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-2001.0,0.0,-1515.0,-1543.0,6432.615,0.0,56824.11,0.0,0.0,0.0,-1542.5,0.0,2,17209.755,135000.0,143910.0,0.0,135000.0,9.5,1.0,0.0,0.0,0.0,-373.0,24.0,12.0,365243.0,-343.0,-13.0,-13.0,-6.0,1.0,17209.755,135000.0,143910.0,0.0,135000.0,9.5,1.0,0.0,0.0,0.0,-373.0,24.0,12.0,365243.0,-343.0,-13.0,-13.0,-6.0,1.0,1.0,6.5,-178.0,-200.0833333,17208.465,17208.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,290,100335,0,Cash loans,F,N,Y,0,63000.0,675000.0,19737.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.035792000000000004,-23420,365243,-14293.0,-4749,12.061090818687727,1,0,0,1,1,0,,1.0,2,2,MONDAY,8,0,0,0,0,0,0,XNA,0.5021298056569102,0.7037729640000001,0.735220999,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-1331.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-2305.0,0.0,-1623.25,-2147.0,0.0,0.0,85892.61375,5653.125,0.0,0.0,-1587.75,0.0,2,5368.635,65614.5,66402.0,0.0,65614.5,12.5,1.0,0.0,0.0,0.0,-754.0,81.0,15.0,365243.0,-723.0,-303.0,182317.0,182320.0,0.5,5368.635,65614.5,66402.0,0.0,65614.5,12.5,1.0,0.0,0.0,0.0,-754.0,81.0,15.0,365243.0,-723.0,-303.0,182317.0,182320.0,0.5,1.0,10.86206897,-804.5172414,-810.2068966,5479.401724,5479.401724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,291,100336,1,Cash loans,F,Y,Y,0,157500.0,497520.0,28692.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.02461,-13989,-1350,-8112.0,-4715,5.0,1,1,1,1,1,0,Laborers,1.0,2,2,MONDAY,15,0,0,0,0,0,0,Industry: type 3,0.5021298056569102,0.62904211,0.260855914,0.1485,0.111,0.9801,0.728,0.0725,0.16,0.1379,0.3333,0.375,0.0582,0.121,0.1514,0.0,0.0,0.1513,0.1152,0.9801,0.7387,0.0732,0.1611,0.1379,0.3333,0.375,0.0595,0.1322,0.1578,0.0,0.0,0.1499,0.111,0.9801,0.7316,0.073,0.16,0.1379,0.3333,0.375,0.0592,0.1231,0.1541,0.0,0.0,reg oper account,block of flats,0.1588,Panel,No,1.0,1.0,1.0,0.0,-1781.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,-977.6875,0.0,3624.5,-1334.285714,0.0,0.0,253338.1875,134593.125,0.0,0.0,-570.9375,0.0,2,10125.0,117528.75,117528.75,0.0,117528.75,9.5,1.0,0.0,0.0,0.0,-554.5,7.0,0.0,-905.0,-880.0,365243.0,365243.0,365243.0,0.0,10125.0,117528.75,117528.75,0.0,117528.75,9.5,1.0,0.0,0.0,0.0,-554.5,7.0,0.0,-905.0,-880.0,365243.0,365243.0,365243.0,0.0,0.0,29.5,-455.2586207,-457.1724138,8169.827586,8169.827586,-16.5,278790.2445,362250.0,19725.0,19725.0,0.0,0.0,13708.60071,15486.2069,14970.0,266632.3755,276592.5945,276592.5945,1.6333333330000002,1.6333333330000002,0.0,0.0,14.5,0.0,0.0
292,292,100337,0,Cash loans,F,N,Y,0,270000.0,545040.0,26640.0,450000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.04622,-9324,-872,-599.0,-616,12.061090818687727,1,1,0,1,0,0,Realty agents,1.0,1,1,TUESDAY,15,0,1,1,0,0,0,Business Entity Type 3,0.5021298056569102,0.712186109,0.5108529061736915,0.0722,0.0575,0.9776,0.6940000000000001,0.0258,0.0,0.1379,0.1667,0.2083,0.0387,0.0588,0.0569,0.0,0.0,0.0735,0.0596,0.9777,0.706,0.026,0.0,0.1379,0.1667,0.2083,0.0395,0.0643,0.0593,0.0,0.0,0.0729,0.0575,0.9776,0.6981,0.026,0.0,0.1379,0.1667,0.2083,0.0393,0.0599,0.0579,0.0,0.0,reg oper account,block of flats,0.0589,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006402448193930646,0.007000210532647599,0.0343619356973142,0.26739526000781977,0.2654741495984841,1.899974435321363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10791.945,104378.4,95377.5,9000.9,104378.4,10.0,1.0,0.093915967,0.0,0.0,-560.0,25.0,12.0,365243.0,-523.0,-193.0,-253.0,-247.0,0.0,10791.945,104378.4,95377.5,9000.9,104378.4,10.0,1.0,0.093915967,0.0,0.0,-560.0,25.0,12.0,365243.0,-523.0,-193.0,-253.0,-247.0,0.0,1.1,5.5,-388.0,-409.9,12797.1045,12797.1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,293,100338,0,Cash loans,F,N,N,0,270000.0,630000.0,23274.0,630000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008019,-21292,-1491,-11804.0,-4059,12.061090818687727,1,1,1,1,1,1,High skill tech staff,2.0,2,2,SATURDAY,16,0,1,1,0,1,1,Trade: type 6,0.786704472,0.7548313409999999,0.470456116,0.0825,0.0677,0.9762,0.6736,0.0096,0.0,0.1379,0.1667,0.2083,0.0472,0.0672,0.0708,0.0,0.0,0.084,0.0703,0.9762,0.6864,0.0097,0.0,0.1379,0.1667,0.2083,0.0483,0.0735,0.0737,0.0,0.0,0.0833,0.0677,0.9762,0.6779999999999999,0.0096,0.0,0.1379,0.1667,0.2083,0.048,0.0684,0.0721,0.0,0.0,reg oper account,block of flats,0.0609,Panel,No,0.0,0.0,0.0,0.0,-115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,-1267.083333,0.0,-565.25,-735.1428571,69.75,0.0,705772.125,383444.25,0.0,0.0,-692.25,0.0,14,34177.59,470134.7357,510870.8571,4793.4,822735.7875,15.28571429,1.0,0.08618131400000001,0.0,0.0,-424.14285710000007,4.214285714,35.5,273750.5,-829.25,90960.5,90750.5,90756.0,0.25,34177.59,470134.7357,510870.8571,4793.4,822735.7875,15.28571429,1.0,0.08618131400000001,0.0,0.0,-424.14285710000007,4.214285714,35.5,273750.5,-829.25,90960.5,90750.5,90756.0,0.25,0.351851852,14.88888889,-518.3888889,-525.8333333,44502.94917,44502.94917,-12.5,85033.62562,187500.0,11484.78261,13359.86063,0.0,2455.941522,4422.628636,13422.49364,11917.79813,78432.75,83883.78,83883.78,0.826086957,1.666666667,0.0,0.913043478,8.090909091,0.0,0.0
294,294,100339,0,Revolving loans,M,N,Y,0,166500.0,495000.0,24750.0,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-21535,-2828,-3182.0,-4673,12.061090818687727,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.5021298056569102,0.766615465,0.778904039,0.0639,0.045,0.9732,0.6328,0.0052,0.0,0.1034,0.1667,0.0417,0.035,0.0504,0.0484,0.0077,0.0,0.0651,0.0467,0.9732,0.6472,0.0053,0.0,0.1034,0.1667,0.0417,0.0358,0.0551,0.0505,0.0078,0.0,0.0645,0.045,0.9732,0.6377,0.0053,0.0,0.1034,0.1667,0.0417,0.0356,0.0513,0.0493,0.0078,0.0,reg oper account,block of flats,0.041,"Stone, brick",No,0.0,0.0,0.0,0.0,-1560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,-1766.571429,0.0,2810.714286,-841.6666667000003,0.0,0.0,261578.5714,36861.0,0.0,0.0,-917.0,0.0,5,11059.62,81000.0,123287.4,0.0,202500.0,13.4,1.0,0.0,0.0,0.0,-964.2,-0.8,20.0,242578.0,-1438.0,121792.6667,121430.6667,121556.6667,1.0,11059.62,81000.0,123287.4,0.0,202500.0,13.4,1.0,0.0,0.0,0.0,-964.2,-0.8,20.0,242578.0,-1438.0,121792.6667,121430.6667,121556.6667,1.0,0.405228758,31.34640523,-1385.104575,-1394.03268,9026.371176,8923.43,-45.5,131001.7345,134750.0,2835.0,2836.4865,0.0,0.0,6555.416461,8184.953,8159.5365,125697.297,131043.156,131092.156,0.422222222,0.422222222,0.0,0.0,43.82022472,0.066666667,0.066666667
295,295,100340,0,Cash loans,F,N,N,2,202500.0,787131.0,44082.0,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-13080,-3429,-4198.0,-5241,12.061090818687727,1,1,0,1,0,0,High skill tech staff,4.0,1,1,SUNDAY,12,0,0,0,0,1,1,Transport: type 4,0.402435585,0.261966541,0.5108529061736915,0.11744049917466033,0.08844221905180052,0.9727,0.752471432592686,0.04462071541135205,0.07894151232418305,0.0345,0.0417,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9727,0.759637322733821,0.04255313775014676,0.07448973610915821,0.0345,0.0417,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9727,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.0345,0.0417,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,block of flats,0.0066,"Stone, brick",No,3.0,0.0,3.0,0.0,-2218.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006402448193930646,0.007000210532647599,0.0343619356973142,0.26739526000781977,0.2654741495984841,1.899974435321363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23521.14,315000.0,400045.5,0.0,315000.0,11.0,1.0,0.0,0.0,0.0,-665.0,-1.0,24.0,365243.0,-635.0,55.0,365243.0,365243.0,1.0,23521.14,315000.0,400045.5,0.0,315000.0,11.0,1.0,0.0,0.0,0.0,-665.0,-1.0,24.0,365243.0,-635.0,55.0,365243.0,365243.0,1.0,0.126984127,95.1005291,-1410.253968,-1417.883598,7578.573095000002,7293.9578569999985,-48.5,57202.47328,112500.0,5718.75,5718.75,0.0,0.0,4602.871406,8968.480781,8371.890937999999,54463.44469,57197.66202999999,57197.66202999999,0.34375,0.34375,0.0,0.0,55.52083333,0.03125,0.03125
296,296,100341,0,Cash loans,M,Y,Y,0,76500.0,545040.0,20677.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.031329,-20348,-7115,-1799.0,-2780,28.0,1,1,0,1,0,0,Laborers,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,Industry: type 2,0.6603903560000001,0.647372782,0.315472155,0.0485,0.0328,0.9816,0.7484,0.0216,0.0,0.0345,0.1667,0.2083,0.012,0.0395,0.0218,0.0,0.0,0.0494,0.034,0.9816,0.7583,0.0218,0.0,0.0345,0.1667,0.2083,0.0122,0.0432,0.0228,0.0,0.0,0.0489,0.0328,0.9816,0.7518,0.0217,0.0,0.0345,0.1667,0.2083,0.0122,0.0402,0.0222,0.0,0.0,reg oper account,block of flats,0.041,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-1164.2,32.2,-189.6,-1001.333333,15090.705,0.0,146257.092,51223.5,0.0,91.8,-612.6,0.0,2,11809.7775,65940.75,66170.25,2945.25,65940.75,9.0,1.0,0.031229354,0.0,0.0,-1383.0,1110.5,6.0,365243.0,-1350.0,-1200.0,-1230.0,-1223.5,0.5,11809.7775,65940.75,66170.25,2945.25,65940.75,9.0,1.0,0.031229354,0.0,0.0,-1383.0,1110.5,6.0,365243.0,-1350.0,-1200.0,-1230.0,-1223.5,0.5,1.1,3.1,-1474.2,-1489.1,14119.371,14119.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,297,100342,0,Cash loans,M,N,N,0,90000.0,101880.0,10827.0,90000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.008865999999999999,-8400,-338,-4664.0,-1078,12.061090818687727,1,1,1,1,1,1,Laborers,1.0,2,2,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.06826023099999999,0.031275077000000005,0.17352743,0.2258,0.08844221905180052,0.9911,0.8776,0.0355,0.0,0.5172,0.1667,0.2083,0.0,0.1841,0.2041,0.0,0.0,0.23,0.08754321224758604,0.9911,0.8824,0.0358,0.0,0.5172,0.1667,0.2083,0.0,0.2011,0.2127,0.0,0.0,0.228,0.08795485466574764,0.9911,0.8792,0.0357,0.0,0.5172,0.1667,0.2083,0.0,0.1873,0.2078,0.0,0.0,reg oper account,block of flats,0.1605,Mixed,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-479.33333330000005,0.0,5202.666667,-309.3333333,4165.713,0.0,85328.25,44629.5,0.0,0.0,-248.6666667,3749.985,1,6896.655,150025.5,150025.5,0.0,150025.5,14.0,1.0,0.0,0.0,0.0,-1104.0,70.0,24.0,365243.0,-1058.0,-368.0,-458.0,-451.0,0.0,6896.655,150025.5,150025.5,0.0,150025.5,14.0,1.0,0.0,0.0,0.0,-1104.0,70.0,24.0,365243.0,-1058.0,-368.0,-458.0,-451.0,0.0,1.047619048,11.0,-758.0,-851.5714286,7840.671429000001,7840.671429000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,298,100343,0,Cash loans,M,Y,Y,0,315000.0,90000.0,4504.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.0228,-10935,-422,-5251.0,-3364,2.0,1,1,0,1,1,0,Drivers,1.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.259823246,0.58198024,0.537069958,0.2959,0.1433,0.9871,0.8232,0.0706,0.32,0.2759,0.3333,0.375,0.14400000000000002,0.2404,0.3213,0.0039,0.0086,0.3015,0.1487,0.9871,0.8301,0.0712,0.3222,0.2759,0.3333,0.375,0.1473,0.2626,0.3348,0.0039,0.0091,0.2987,0.1433,0.9871,0.8256,0.071,0.32,0.2759,0.3333,0.375,0.1465,0.2446,0.3271,0.0039,0.0087,org spec account,block of flats,0.2932,Panel,No,2.0,0.0,2.0,0.0,-1016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-920.7142857,0.0,-152.28571430000005,-862.0,10278.18,0.0,292502.1857,24871.5,22500.0,0.0,-618.4285714,0.0,7,18127.2675,240422.1429,265563.0,5288.625,240422.1429,14.71428571,1.0,0.07809288,0.0,0.0,-648.0,305.2857143,20.0,365243.0,90798.75,90956.25,90956.25,90961.5,0.0,18127.2675,240422.1429,265563.0,5288.625,240422.1429,14.71428571,1.0,0.07809288,0.0,0.0,-648.0,305.2857143,20.0,365243.0,90798.75,90956.25,90956.25,90961.5,0.0,1.6,5.0,-510.12,-519.04,8988.9966,9671.0688,-9.0,0.0,135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,299,100344,0,Cash loans,M,N,N,0,112500.0,225000.0,14647.5,225000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.032561,-11287,-3894,-3134.0,-3950,12.061090818687727,1,1,0,1,1,0,Laborers,2.0,1,1,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.27594039800000003,0.642897219,0.479448981,0.2309,0.1795,0.9747,0.6532,0.028,0.32,0.2759,0.25,0.0417,0.0536,0.1883,0.2008,0.0,0.0,0.2353,0.1862,0.9747,0.6668,0.0282,0.3222,0.2759,0.25,0.0417,0.0548,0.2057,0.2092,0.0,0.0,0.2332,0.1795,0.9747,0.6578,0.0282,0.32,0.2759,0.25,0.0417,0.0545,0.1915,0.2044,0.0,0.0,reg oper account,block of flats,0.1601,Panel,No,0.0,0.0,0.0,0.0,-1499.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,-1449.0,0.0,-1125.0,-1762.0,1785.0,0.0,67781.61,8422.5,0.0,0.0,-1183.333333,0.0,6,7391.565,68070.0,68715.75,3510.0,68070.0,15.16666667,1.0,0.080766165,0.0,0.0,-1386.333333,251.0,12.0,365243.0,-1573.2,-1243.2,71743.8,71760.0,0.4,7391.565,68070.0,68715.75,3510.0,68070.0,15.16666667,1.0,0.080766165,0.0,0.0,-1386.333333,251.0,12.0,365243.0,-1573.2,-1243.2,71743.8,71760.0,0.4,1.02,6.72,-1674.78,-1687.5,8602.3863,8360.6103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
